Series Code,Topic,Indicator Name,
NY.ADJ.DKAP.GN.ZS,Economic Policy & Debt: National accounts: Adjusted savings & income,Adjusted savings: consumption of fixed capital (% of GNI),
NY.ADJ.DMIN.CD,Economic Policy & Debt: National accounts: Adjusted savings & income,Adjusted savings: mineral depletion (current US$),
NY.ADJ.DMIN.GN.ZS,Economic Policy & Debt: National accounts: Adjusted savings & income,Adjusted savings: mineral depletion (% of GNI),
NY.ADJ.DNGY.CD,Economic Policy & Debt: National accounts: Adjusted savings & income,Adjusted savings: energy depletion (current US$),
NY.ADJ.DNGY.GN.ZS,Economic Policy & Debt: National accounts: Adjusted savings & income,Adjusted savings: energy depletion (% of GNI),
NY.ADJ.DPEM.CD,Economic Policy & Debt: National accounts: Adjusted savings & income,Adjusted savings: particulate emission damage (current US$),
NY.ADJ.DPEM.GN.ZS,Economic Policy & Debt: National accounts: Adjusted savings & income,Adjusted savings: particulate emission damage (% of GNI),
NY.ADJ.DRES.GN.ZS,Economic Policy & Debt: National accounts: Adjusted savings & income,Adjusted savings: natural resources depletion (% of GNI),
NY.ADJ.ICTR.GN.ZS,Economic Policy & Debt: National accounts: Adjusted savings & income,Adjusted savings: gross savings (% of GNI),
NY.ADJ.NNAT.CD,Economic Policy & Debt: National accounts: Adjusted savings & income,Adjusted savings: net national savings (current US$),
NY.ADJ.NNAT.GN.ZS,Economic Policy & Debt: National accounts: Adjusted savings & income,Adjusted savings: net national savings (% of GNI),
NY.ADJ.NNTY.CD,Economic Policy & Debt: National accounts: Adjusted savings & income,Adjusted net national income (current US$),
NY.ADJ.NNTY.KD,Economic Policy & Debt: National accounts: Adjusted savings & income,Adjusted net national income (constant 2010 US$),
NY.ADJ.NNTY.KD.ZG,Economic Policy & Debt: National accounts: Adjusted savings & income,Adjusted net national income (annual % growth),
NY.ADJ.NNTY.PC.CD,Economic Policy & Debt: National accounts: Adjusted savings & income,Adjusted net national income per capita (current US$),
NY.ADJ.NNTY.PC.KD,Economic Policy & Debt: National accounts: Adjusted savings & income,Adjusted net national income per capita (constant 2010 US$),
NY.ADJ.NNTY.PC.KD.ZG,Economic Policy & Debt: National accounts: Adjusted savings & income,Adjusted net national income per capita (annual % growth),
NY.ADJ.SVNG.CD,Economic Policy & Debt: National accounts: Adjusted savings & income,"Adjusted net savings, including particulate emission damage (current US$)",
NY.ADJ.SVNG.GN.ZS,Economic Policy & Debt: National accounts: Adjusted savings & income,"Adjusted net savings, including particulate emission damage (% of GNI)",
NY.ADJ.SVNX.CD,Economic Policy & Debt: National accounts: Adjusted savings & income,"Adjusted net savings, excluding particulate emission damage (current US$)",
NY.ADJ.SVNX.GN.ZS,Economic Policy & Debt: National accounts: Adjusted savings & income,"Adjusted net savings, excluding particulate emission damage (% of GNI)",
NY.EXP.CAPM.KN,Economic Policy & Debt: National accounts: Local currency at constant prices: Other items,Exports as a capacity to import (constant LCU),
NY.GDP.COAL.RT.ZS,Environment: Natural resources contribution to GDP,Coal rents (% of GDP),
NY.GDP.DEFL.KD.ZG,Financial Sector: Exchange rates & prices,"Inflation, GDP deflator (annual %)",
NY.GDP.DEFL.ZS,Financial Sector: Exchange rates & prices,GDP deflator (base year varies by country),
NY.GDP.DISC.CN,Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP,Discrepancy in expenditure estimate of GDP (current LCU),
NY.GDP.DISC.KN,Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP,Discrepancy in expenditure estimate of GDP (constant LCU),
NY.GDP.FCST.CD,Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators,Gross value added at factor cost (current US$),
NY.GDP.FCST.CN,Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators,Gross value added at factor cost (current LCU),
NY.GDP.FCST.KD,Economic Policy & Debt: National accounts: US$ at constant 2010 prices: Aggregate indicators,Gross value added at factor cost (constant 2010 US$),
NY.GDP.FCST.KN,Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators,Gross value added at factor cost (constant LCU),
NY.GDP.FRST.RT.ZS,Environment: Natural resources contribution to GDP,Forest rents (% of GDP),
NY.GDP.MINR.RT.ZS,Environment: Natural resources contribution to GDP,Mineral rents (% of GDP),
NY.GDP.MKTP.CD,Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators,GDP (current US$),1
NY.GDP.MKTP.CN,Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators,GDP (current LCU),
NY.GDP.MKTP.KD,Economic Policy & Debt: National accounts: US$ at constant 2010 prices: Aggregate indicators,GDP (constant 2010 US$),1
NY.GDP.MKTP.KD.ZG,Economic Policy & Debt: National accounts: Growth rates,GDP growth (annual %),
NY.GDP.MKTP.KN,Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators,GDP (constant LCU),
NY.GDP.MKTP.PP.CD,Economic Policy & Debt: Purchasing power parity,"GDP, PPP (current international $)",
NY.GDP.MKTP.PP.KD,Economic Policy & Debt: Purchasing power parity,"GDP, PPP (constant 2011 international $)",
NY.GDP.NGAS.RT.ZS,Environment: Natural resources contribution to GDP,Natural gas rents (% of GDP),
NY.GDP.PCAP.CD,Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators,GDP per capita (current US$),1
NY.GDP.PCAP.CN,Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators,GDP per capita (current LCU),
NY.GDP.PCAP.KD,Economic Policy & Debt: National accounts: US$ at constant 2010 prices: Aggregate indicators,GDP per capita (constant 2010 US$),
NY.GDP.PCAP.KD.ZG,Economic Policy & Debt: National accounts: Growth rates,GDP per capita growth (annual %),
NY.GDP.PCAP.KN,Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators,GDP per capita (constant LCU),
NY.GDP.PCAP.PP.CD,Economic Policy & Debt: Purchasing power parity,"GDP per capita, PPP (current international $)",
NY.GDP.PCAP.PP.KD,Economic Policy & Debt: Purchasing power parity,"GDP per capita, PPP (constant 2011 international $)",
NY.GDP.PETR.RT.ZS,Environment: Natural resources contribution to GDP,Oil rents (% of GDP),
NY.GDP.TOTL.RT.ZS,Environment: Natural resources contribution to GDP,Total natural resources rents (% of GDP),
NY.GDS.TOTL.CD,Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators,Gross domestic savings (current US$),
NY.GDS.TOTL.CN,Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators,Gross domestic savings (current LCU),
NY.GDS.TOTL.ZS,Economic Policy & Debt: National accounts: Shares of GDP & other,Gross domestic savings (% of GDP),
NY.GDY.TOTL.KN,Economic Policy & Debt: National accounts: Local currency at constant prices: Other items,Gross domestic income (constant LCU),
NY.GNP.ATLS.CD,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",
NY.GNP.MKTP.CD,Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators,GNI (current US$),
NY.GNP.MKTP.CN,Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators,GNI (current LCU),
NY.GNP.MKTP.KD,Economic Policy & Debt: National accounts: US$ at constant 2010 prices: Aggregate indicators,GNI (constant 2010 US$),
NY.GNP.MKTP.KD.ZG,Economic Policy & Debt: National accounts: Growth rates:,GNI growth (annual %),
NY.GNP.MKTP.KN,Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators,GNI (constant LCU),
NY.GNP.MKTP.PP.CD,Economic Policy & Debt: Purchasing power parity,"GNI, PPP (current international $)",
NY.GNP.MKTP.PP.KD,Economic Policy & Debt: Purchasing power parity,"GNI, PPP (constant 2011 international $)",
NY.GNP.PCAP.CD,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI per capita, Atlas method (current US$)",
NY.GNP.PCAP.CN,Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators,GNI per capita (current LCU),
NY.GNP.PCAP.KD,Economic Policy & Debt: National accounts: US$ at constant 2010 prices: Aggregate indicators,GNI per capita (constant 2010 US$),
NY.GNP.PCAP.KD.ZG,Economic Policy & Debt: National accounts: Growth rates:,GNI per capita growth (annual %),
NY.GNP.PCAP.KN,Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators,GNI per capita (constant LCU),
NY.GNP.PCAP.PP.CD,Economic Policy & Debt: Purchasing power parity,"GNI per capita, PPP (current international $)",
NY.GNP.PCAP.PP.KD,Economic Policy & Debt: Purchasing power parity,"GNI per capita, PPP (constant 2011 international $)",
NY.GNS.ICTR.CD,Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators,Gross savings (current US$),
NY.GNS.ICTR.CN,Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators,Gross savings (current LCU),
NY.GNS.ICTR.GN.ZS,Economic Policy & Debt: National accounts: Shares of GDP & other,Gross savings (% of GNI),
NY.GNS.ICTR.ZS,Economic Policy & Debt: National accounts: Shares of GDP & other,Gross savings (% of GDP),
NY.GSR.NFCY.CD,Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators,Net income from abroad (current US$),
NY.GSR.NFCY.CN,Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators,Net income from abroad (current LCU),
NY.GSR.NFCY.KN,Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators,Net income from abroad (constant LCU),
NY.TAX.NIND.CD,Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators,Net taxes on products (current US$),
NY.TAX.NIND.CN,Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators,Net taxes on products (current LCU),
NY.TAX.NIND.KN,Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators,Net taxes on products (constant LCU),
NY.TRF.NCTR.CD,Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators,Net current transfers from abroad (current US$),
NY.TRF.NCTR.CN,Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators,Net current transfers from abroad (current LCU),
NY.TRF.NCTR.KN,Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators,Net current transfers from abroad (constant LCU),
NY.TTF.GNFS.KN,Economic Policy & Debt: National accounts: Local currency at constant prices: Other items,Terms of trade adjustment (constant LCU),
PA.NUS.ATLS,Financial Sector: Exchange rates & prices,DEC alternative conversion factor (LCU per US$),
PA.NUS.FCRF,Financial Sector: Exchange rates & prices,"Official exchange rate (LCU per US$, period average)",
PA.NUS.PPP,Economic Policy & Debt: Purchasing power parity,"PPP conversion factor, GDP (LCU per international $)",
PA.NUS.PPP.05,Economic Policy & Debt: Purchasing power parity,"2005 PPP conversion factor, GDP (LCU per international $)",
PA.NUS.PPPC.RF,Economic Policy & Debt: Purchasing power parity,Price level ratio of PPP conversion factor (GDP) to market exchange rate,
PA.NUS.PRVT.PP,Economic Policy & Debt: Purchasing power parity,"PPP conversion factor, private consumption (LCU per international $)",
PA.NUS.PRVT.PP.05,Economic Policy & Debt: Purchasing power parity,"2005 PPP conversion factor, private consumption (LCU per international $)",
per_allsp.adq_pop_tot,Social Protection & Labor: Performance,Adequacy of social protection and labor programs (% of total welfare of beneficiary households),
per_allsp.ben_q1_tot,Social Protection & Labor: Performance,Benefit incidence of social protection and labor programs to poorest quintile (% of total SPL benefits),
per_allsp.cov_pop_tot,Social Protection & Labor: Performance,Coverage of social protection and labor programs (% of population),1
per_lm_alllm.adq_pop_tot,Social Protection & Labor: Performance,Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households),
per_lm_alllm.ben_q1_tot,Social Protection & Labor: Performance,Benefit incidence of unemployment benefits and ALMP to poorest quintile (% of total U/ALMP benefits),
per_lm_alllm.cov_pop_tot,Social Protection & Labor: Performance,Coverage of unemployment benefits and ALMP (% of population),
per_sa_allsa.adq_pop_tot,Social Protection & Labor: Performance,Adequacy of social safety net programs (% of total welfare of beneficiary households),
per_sa_allsa.ben_q1_tot,Social Protection & Labor: Performance,Benefit incidence of social safety net programs to poorest quintile (% of total safety net benefits),
per_sa_allsa.cov_pop_tot,Social Protection & Labor: Performance,Coverage of social safety net programs (% of population),
per_si_allsi.adq_pop_tot,Social Protection & Labor: Performance,Adequacy of social insurance programs (% of total welfare of beneficiary households),
per_si_allsi.ben_q1_tot,Social Protection & Labor: Performance,Benefit incidence of social insurance programs to poorest quintile (% of total social insurance benefits),
per_si_allsi.cov_pop_tot,Social Protection & Labor: Performance,Coverage of social insurance programs (% of population),
PX.REX.REER,Financial Sector: Exchange rates & prices,Real effective exchange rate index (2010 = 100),
SE.ADT.1524.LT.FE.ZS,Education: Outcomes,"Literacy rate, youth female (% of females ages 15-24)",
SE.ADT.1524.LT.FM.ZS,Education: Outcomes,"Literacy rate, youth (ages 15-24), gender parity index (GPI)",
SE.ADT.1524.LT.MA.ZS,Education: Outcomes,"Literacy rate, youth male (% of males ages 15-24)",
SE.ADT.1524.LT.ZS,Education: Outcomes,"Literacy rate, youth total (% of people ages 15-24)",1
SE.ADT.LITR.FE.ZS,Education: Outcomes,"Literacy rate, adult female (% of females ages 15 and above)",
SE.ADT.LITR.MA.ZS,Education: Outcomes,"Literacy rate, adult male (% of males ages 15 and above)",
SE.ADT.LITR.ZS,Education: Outcomes,"Literacy rate, adult total (% of people ages 15 and above)",
SE.COM.DURS,Education: Outcomes,"Compulsory education, duration (years)",1
SE.ENR.PRIM.FM.ZS,Education: Participation,"School enrollment, primary (gross), gender parity index (GPI)",
SE.ENR.PRSC.FM.ZS,Education: Participation,"School enrollment, primary and secondary (gross), gender parity index (GPI)",
SE.ENR.SECO.FM.ZS,Education: Participation,"School enrollment, secondary (gross), gender parity index (GPI)",
SE.ENR.TERT.FM.ZS,Education: Participation,"School enrollment, tertiary (gross), gender parity index (GPI)",
SE.PRE.DURS,Education: Inputs,"Preprimary education, duration (years)",
SE.PRE.ENRL.TC.ZS,Education: Inputs,"Pupil-teacher ratio, preprimary",
SE.PRE.ENRR,Education: Participation,"School enrollment, preprimary (% gross)",
SE.PRE.ENRR.FE,Education: Participation,"School enrollment, preprimary, female (% gross)",
SE.PRE.ENRR.MA,Education: Participation,"School enrollment, preprimary, male (% gross)",
SE.PRE.TCAQ.FE.ZS,Education: Inputs,"Trained teachers in preprimary education, female (% of female teachers)",
SE.PRE.TCAQ.MA.ZS,Education: Inputs,"Trained teachers in preprimary education, male (% of male teachers)",
SE.PRE.TCAQ.ZS,Education: Inputs,Trained teachers in preprimary education (% of total teachers),
SE.PRM.AGES,Education: Inputs,Primary school starting age (years),
SE.PRM.CMPT.FE.ZS,Education: Outcomes,"Primary completion rate, female (% of relevant age group)",
SE.PRM.CMPT.MA.ZS,Education: Outcomes,"Primary completion rate, male (% of relevant age group)",
SE.PRM.CMPT.ZS,Education: Outcomes,"Primary completion rate, total (% of relevant age group)",
SE.PRM.CUAT.FE.ZS,Education: Outcomes,"Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)",
SE.PRM.CUAT.MA.ZS,Education: Outcomes,"Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative)",
SE.PRM.CUAT.ZS,Education: Outcomes,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",
SE.PRM.DURS,Education: Outcomes,"Primary education, duration (years)",
SE.PRM.ENRL,Education: Participation,"Primary education, pupils",
SE.PRM.ENRL.FE.ZS,Education: Participation,"Primary education, pupils (% female)",
SE.PRM.ENRL.TC.ZS,Education: Inputs,"Pupil-teacher ratio, primary",
SE.PRM.ENRR,Education: Participation,"School enrollment, primary (% gross)",
SE.PRM.ENRR.FE,Education: Participation,"School enrollment, primary, female (% gross)",
SE.PRM.ENRR.MA,Education: Participation,"School enrollment, primary, male (% gross)",
SE.PRM.GINT.FE.ZS,Education: Efficiency,"Gross intake ratio in first grade of primary education, female (% of relevant age group)",
SE.PRM.GINT.MA.ZS,Education: Efficiency,"Gross intake ratio in first grade of primary education, male (% of relevant age group)",
SE.PRM.GINT.ZS,Education: Efficiency,"Gross intake ratio in first grade of primary education, total (% of relevant age group)",
SE.PRM.NENR,Education: Participation,"School enrollment, primary (% net)",
SE.PRM.NENR.FE,Education: Participation,"School enrollment, primary, female (% net)",
SE.PRM.NENR.MA,Education: Participation,"School enrollment, primary, male (% net)",
SE.PRM.NINT.FE.ZS,Education: Efficiency,"Net intake rate in grade 1, female (% of official school-age population)",
SE.PRM.NINT.MA.ZS,Education: Efficiency,"Net intake rate in grade 1, male (% of official school-age population)",
SE.PRM.NINT.ZS,Education: Efficiency,Net intake rate in grade 1 (% of official school-age population),
SE.PRM.OENR.FE.ZS,Education: Efficiency,"Over-age students, primary, female (% of female enrollment)",
SE.PRM.OENR.MA.ZS,Education: Efficiency,"Over-age students, primary, male (% of male enrollment)",
SE.PRM.OENR.ZS,Education: Efficiency,"Over-age students, primary (% of enrollment)",
SE.PRM.PRIV.ZS,Education: Participation,"School enrollment, primary, private (% of total primary)",
SE.PRM.PRS5.FE.ZS,Education: Efficiency,"Persistence to grade 5, female (% of cohort)",
SE.PRM.PRS5.MA.ZS,Education: Efficiency,"Persistence to grade 5, male (% of cohort)",
SE.PRM.PRS5.ZS,Education: Efficiency,"Persistence to grade 5, total (% of cohort)",
SE.PRM.PRSL.FE.ZS,Education: Efficiency,"Persistence to last grade of primary, female (% of cohort)",
SE.PRM.PRSL.MA.ZS,Education: Efficiency,"Persistence to last grade of primary, male (% of cohort)",
SE.PRM.PRSL.ZS,Education: Efficiency,"Persistence to last grade of primary, total (% of cohort)",
SE.PRM.REPT.FE.ZS,Education: Efficiency,"Repeaters, primary, female (% of female enrollment)",
SE.PRM.REPT.MA.ZS,Education: Efficiency,"Repeaters, primary, male (% of male enrollment)",
SE.PRM.REPT.ZS,Education: Efficiency,"Repeaters, primary, total (% of total enrollment)",
SE.PRM.TCAQ.FE.ZS,Education: Inputs,"Trained teachers in primary education, female (% of female teachers)",
SE.PRM.TCAQ.MA.ZS,Education: Inputs,"Trained teachers in primary education, male (% of male teachers)",
SE.PRM.TCAQ.ZS,Education: Inputs,Trained teachers in primary education (% of total teachers),
SE.PRM.TCHR,Education: Inputs,"Primary education, teachers",
SE.PRM.TCHR.FE.ZS,Education: Inputs,"Primary education, teachers (% female)",
SE.PRM.TENR,Education: Participation,"Adjusted net enrollment rate, primary (% of primary school age children)",
SE.PRM.TENR.FE,Education: Participation,"Adjusted net enrollment rate, primary, female (% of primary school age children)",
SE.PRM.TENR.MA,Education: Participation,"Adjusted net enrollment rate, primary, male (% of primary school age children)",
SE.PRM.UNER,Education: Participation,"Children out of school, primary",
SE.PRM.UNER.FE,Education: Participation,"Children out of school, primary, female",
SE.PRM.UNER.FE.ZS,Education: Participation,"Children out of school, female (% of female primary school age)",
SE.PRM.UNER.MA,Education: Participation,"Children out of school, primary, male",
SE.PRM.UNER.MA.ZS,Education: Participation,"Children out of school, male (% of male primary school age)",
SE.PRM.UNER.ZS,Education: Participation,Children out of school (% of primary school age),
SE.SEC.AGES,Education: Inputs,Lower secondary school starting age (years),
SE.SEC.CMPT.LO.FE.ZS,Education: Outcomes,"Lower secondary completion rate, female (% of relevant age group)",
SE.SEC.CMPT.LO.MA.ZS,Education: Outcomes,"Lower secondary completion rate, male (% of relevant age group)",
SE.SEC.CMPT.LO.ZS,Education: Outcomes,"Lower secondary completion rate, total (% of relevant age group)",
SE.SEC.CUAT.LO.FE.ZS,Education: Outcomes,"Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)",
SE.SEC.CUAT.LO.MA.ZS,Education: Outcomes,"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",
SE.SEC.CUAT.LO.ZS,Education: Outcomes,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",
SE.SEC.CUAT.PO.FE.ZS,Education: Outcomes,"Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)",
SE.SEC.CUAT.PO.MA.ZS,Education: Outcomes,"Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)",
SE.SEC.CUAT.PO.ZS,Education: Outcomes,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
SE.SEC.CUAT.UP.FE.ZS,Education: Outcomes,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",
SE.SEC.CUAT.UP.MA.ZS,Education: Outcomes,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",
SE.SEC.CUAT.UP.ZS,Education: Outcomes,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",
SE.SEC.DURS,Education: Outcomes,"Secondary education, duration (years)",
SE.SEC.ENRL,Education: Participation,"Secondary education, pupils",
SE.SEC.ENRL.FE.ZS,Education: Participation,"Secondary education, pupils (% female)",
SE.SEC.ENRL.GC,Education: Participation,"Secondary education, general pupils",
SE.SEC.ENRL.GC.FE.ZS,Education: Participation,"Secondary education, general pupils (% female)",
SE.SEC.ENRL.LO.TC.ZS,Education: Inputs,"Pupil-teacher ratio, lower secondary",
SE.SEC.ENRL.TC.ZS,Education: Inputs,"Pupil-teacher ratio, secondary",
SE.SEC.ENRL.UP.TC.ZS,Education: Inputs,"Pupil-teacher ratio, upper secondary",
SE.SEC.ENRL.VO,Education: Participation,"Secondary education, vocational pupils",
SE.SEC.ENRL.VO.FE.ZS,Education: Participation,"Secondary education, vocational pupils (% female)",
SE.SEC.ENRR,Education: Participation,"School enrollment, secondary (% gross)",
SE.SEC.ENRR.FE,Education: Participation,"School enrollment, secondary, female (% gross)",
SE.SEC.ENRR.MA,Education: Participation,"School enrollment, secondary, male (% gross)",
SE.SEC.NENR,Education: Participation,"School enrollment, secondary (% net)",
SE.SEC.NENR.FE,Education: Participation,"School enrollment, secondary, female (% net)",
SE.SEC.NENR.MA,Education: Participation,"School enrollment, secondary, male (% net)",
SE.SEC.PRIV.ZS,Education: Participation,"School enrollment, secondary, private (% of total secondary)",
SE.SEC.PROG.FE.ZS,Education: Efficiency,"Progression to secondary school, female (%)",
SE.SEC.PROG.MA.ZS,Education: Efficiency,"Progression to secondary school, male (%)",
SE.SEC.PROG.ZS,Education: Efficiency,Progression to secondary school (%),
SE.SEC.TCAQ.FE.ZS,Education: Inputs,"Trained teachers in secondary education, female (% of female teachers)",
SE.SEC.TCAQ.LO.FE.ZS,Education: Inputs,"Trained teachers in lower secondary education, female (% of female teachers)",
SE.SEC.TCAQ.LO.MA.ZS,Education: Inputs,"Trained teachers in lower secondary education, male (% of male teachers)",
SE.SEC.TCAQ.LO.ZS,Education: Inputs,Trained teachers in lower secondary education (% of total teachers),
SE.SEC.TCAQ.MA.ZS,Education: Inputs,"Trained teachers in secondary education, male (% of male teachers)",
SE.SEC.TCAQ.UP.FE.ZS,Education: Inputs,"Trained teachers in upper secondary education, female (% of female teachers)",
SE.SEC.TCAQ.UP.MA.ZS,Education: Inputs,"Trained teachers in upper secondary education, male (% of male teachers)",
SE.SEC.TCAQ.UP.ZS,Education: Inputs,Trained teachers in upper secondary education (% of total teachers),
SE.SEC.TCAQ.ZS,Education: Inputs,Trained teachers in secondary education (% of total teachers),
SE.SEC.TCHR,Education: Inputs,"Secondary education, teachers",
SE.SEC.TCHR.FE,Education: Inputs,"Secondary education, teachers, female",
SE.SEC.TCHR.FE.ZS,Education: Inputs,"Secondary education, teachers (% female)",
SE.SEC.UNER.LO.FE.ZS,Education: Participation,"Adolescents out of school, female (% of female lower secondary school age)",
SE.SEC.UNER.LO.MA.ZS,Education: Participation,"Adolescents out of school, male (% of male lower secondary school age)",
SE.SEC.UNER.LO.ZS,Education: Participation,Adolescents out of school (% of lower secondary school age),
SE.TER.CUAT.BA.FE.ZS,Education: Outcomes,"Educational attainment, competed at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",
SE.TER.CUAT.BA.MA.ZS,Education: Outcomes,"Educational attainment, competed at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",
SE.TER.CUAT.BA.ZS,Education: Outcomes,"Educational attainment, competed at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",
SE.TER.CUAT.DO.FE.ZS,Education: Outcomes,"Educational attainment, competed Doctoral or equivalent, population 25+, female (%) (cumulative)",
SE.TER.CUAT.DO.MA.ZS,Education: Outcomes,"Educational attainment, competed Doctoral or equivalent, population 25+, male (%) (cumulative)",
SE.TER.CUAT.DO.ZS,Education: Outcomes,"Educational attainment, competed Doctoral or equivalent, population 25+, total (%) (cumulative)",
SE.TER.CUAT.MS.FE.ZS,Education: Outcomes,"Educational attainment, competed at least Master's or equivalent, population 25+, female (%) (cumulative)",
SE.TER.CUAT.MS.MA.ZS,Education: Outcomes,"Educational attainment, competed at least Master's or equivalent, population 25+, male (%) (cumulative)",
SE.TER.CUAT.MS.ZS,Education: Outcomes,"Educational attainment, competed at least Master's or equivalent, population 25+, total (%) (cumulative)",
SE.TER.CUAT.ST.FE.ZS,Education: Outcomes,"Educational attainment, competed at least short-cycle tertiary, population 25+, female (%) (cumulative)",
SE.TER.CUAT.ST.MA.ZS,Education: Outcomes,"Educational attainment, competed at least short-cycle tertiary, population 25+, male (%) (cumulative)",
SE.TER.CUAT.ST.ZS,Education: Outcomes,"Educational attainment, competed at least short-cycle tertiary, population 25+, total (%) (cumulative)",
SE.TER.ENRL.TC.ZS,Education: Inputs,"Pupil-teacher ratio, tertiary",
SE.TER.ENRR,Education: Participation,"School enrollment, tertiary (% gross)",
SE.TER.ENRR.FE,Education: Participation,"School enrollment, tertiary, female (% gross)",
SE.TER.ENRR.MA,Education: Participation,"School enrollment, tertiary, male (% gross)",
SE.TER.TCHR.FE.ZS,Education: Inputs,"Tertiary education, academic staff (% female)",
SE.XPD.CPRM.ZS,Education: Inputs,"Current education expenditure, primary (% of total expenditure in primary public institutions)",
SE.XPD.CSEC.ZS,Education: Inputs,"Current education expenditure, secondary (% of total expenditure in secondary public institutions)",
SE.XPD.CTER.ZS,Education: Inputs,"Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)",
SE.XPD.CTOT.ZS,Education: Inputs,"Current education expenditure, total (% of total expenditure in public institutions)",
SE.XPD.MPRM.ZS,Education: Inputs,"All education staff compensation, primary (% of total expenditure in primary public institutions)",
SE.XPD.MSEC.ZS,Education: Inputs,"All education staff compensation, secondary (% of total expenditure in secondary public institutions)",
SE.XPD.MTER.ZS,Education: Inputs,"All education staff compensation, tertiary (% of total expenditure in tertiary public institutions)",
SE.XPD.MTOT.ZS,Education: Inputs,"All education staff compensation, total (% of total expenditure in public institutions)",
SE.XPD.PRIM.PC.ZS,Education: Inputs,"Government expenditure per student, primary (% of GDP per capita)",
SE.XPD.PRIM.ZS,Education: Inputs,Expenditure on primary education (% of government expenditure on education),
SE.XPD.SECO.PC.ZS,Education: Inputs,"Government expenditure per student, secondary (% of GDP per capita)",
SE.XPD.SECO.ZS,Education: Inputs,Expenditure on secondary education (% of government expenditure on education),
SE.XPD.TERT.PC.ZS,Education: Inputs,"Government expenditure per student, tertiary (% of GDP per capita)",
SE.XPD.TERT.ZS,Education: Inputs,Expenditure on tertiary education (% of government expenditure on education),
SE.XPD.TOTL.GB.ZS,Education: Inputs,"Government expenditure on education, total (% of government expenditure)",
SE.XPD.TOTL.GD.ZS,Education: Inputs,"Government expenditure on education, total (% of GDP)",
SG.DMK.ALLD.FN.ZS,Health: Reproductive health,"Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",
SG.GEN.LSOM.ZS,Public Sector: Policy & institutions,"Female legislators, senior officials and managers (% of total)",
SG.GEN.PARL.ZS,Public Sector: Policy & institutions,Proportion of seats held by women in national parliaments (%),
SG.JOB.NOPN.EQ,Public Sector: Policy & institutions,Nonpregnant and nonnursing women can do the same jobs as men (1=yes; 0=no),
SG.LAW.CHMR,Public Sector: Policy & institutions,Law prohibits or invalidates child or early marriage (1=yes; 0=no),
